leftWES,leftESH,leftSHK,leftHKA,rightWES,rightESH,rightSHK,rightHKA
172.76899073373139,25.43256477633399,120.07488717682159,31.466746360142412,169.03535451081314,25.560992597993685,115.4719288036462,33.662574700272664
172.1688179715007,26.081544345268505,121.83213539490676,30.830460736562117,169.15166688786542,27.481450062557112,113.62807850269988,31.221265770724575
170.42926051359126,28.899775898030185,122.5352093016974,30.829244225733003,165.94637845710042,28.78464283505415,114.2155999230772,31.16640863200925
168.26415630321898,31.54812932443105,123.39103880968146,31.765527592570624,162.15049824011595,30.724037536522214,114.95787069770023,32.568336431277366
166.63024424426015,33.81712025018468,124.2820680092929,34.30360992585651,160.92653242978204,33.98918571293629,114.27136527001457,33.210670234933104
165.87593318336923,40.11747774243924,124.729890552863,33.936834194303856,155.4525095436393,36.68036795726138,116.3768692286238,34.82764051470266
170.87727621316438,47.16725112461377,124.3505806915968,33.56545329332646,154.73912915926223,42.317996740955834,115.54107860798524,35.25713189701643
173.5912419841844,54.42162104774276,124.3294070113173,32.962276929186814,160.7885771693447,50.94781307408632,114.09876959413657,35.84460074433327
169.45636357211566,60.272643784899955,124.43195266467193,31.70430546562665,164.8722247825867,59.41816026370469,114.07451812077588,35.36127476760237
171.0683426808373,68.39861685765312,123.77500240738844,31.75757622988781,158.45192840378283,66.14804710504048,114.35905896928907,34.4962404623262
173.67266948745157,76.77003812245202,124.90983520045855,30.669218783024508,164.87443271238016,75.22556384281754,115.4075371792205,33.76716549697153
175.99343587230587,89.74878272199183,123.49411930652782,30.049627395531886,165.53236830091063,86.6466664305194,112.84907249058375,32.74479178955015
172.22916394971202,94.17014070770986,124.69179628441283,30.862078259849778,177.87398875799423,99.42315075403474,113.61505464155965,33.20661746032775
177.83770897556,103.89633382214252,124.90529201604306,30.614753356466384,173.87230055398797,108.14039973365504,113.79785736088212,33.3027872962457
176.00393612474062,110.82713123856037,126.64844647152354,32.446775704246654,171.63244836270408,115.71996812504472,117.56595308121152,35.857694464991695
176.84163360862698,120.25512741817971,127.31764582649934,32.53729582541966,169.93834598820757,123.48141912236778,118.704965492096,36.823475227694736
176.5917674977231,127.41042316135935,126.79458243148112,30.91624419340685,174.7118215311521,130.6929013357452,116.89411901265845,36.09301198651874
176.51345744586789,133.86296445209308,127.07816247729087,32.2776691701457,173.76830933849283,137.7208204972024,117.96907952730584,35.16736847507997
177.67725807217798,139.80200682317988,127.03593691372785,33.29378564229923,177.74929889406795,145.82778819205603,118.61793748589702,36.9928720876621
178.18795090031986,147.6779623501809,128.4305122679184,32.97423689475514,176.05323727043753,151.33631525570846,116.30026484498865,36.63764801446147
177.4123025116852,151.9542468797047,126.85582973336757,31.308997883274245,179.88649253266405,153.59987960205163,116.31882322517382,37.42010604074787
179.48687601975436,155.71074503766866,128.86756177679098,30.419178341922475,177.7329352594519,156.3353161582931,119.71169756462271,37.992091584540155
178.87743110615048,160.96008425777185,127.1081045257915,32.166578966457635,178.55740209093247,160.4386993477832,117.65796173440063,40.8922820707581
176.65050322707015,165.3561836724957,128.10093171389335,31.39750910554292,178.09870212661988,164.72132092100497,122.36660719030928,40.89000721634258
177.9049993338915,168.33025441860102,129.26870533040753,31.267898747557545,179.02227099371424,166.63649133272602,121.93633423927562,34.91902026732605
179.82639719308688,169.6791421337969,127.23405824509373,27.719044239137553,178.22789031187736,167.76484295423282,121.96863069265518,35.605680182904365
179.27740648237926,169.70002801915507,127.9863666238406,26.90877271287335,177.73599034600574,170.44927065327116,120.5123375881231,34.914208389758386
179.90257143344596,172.39287439605818,129.83082950804973,26.23973744188418,177.17431638415104,171.7353424322761,121.3978392280068,34.678058763034244
178.9078294979473,174.03630154304741,127.58199268328796,24.96457870946309,175.62603081686729,173.21323955787128,122.84242409456803,33.22016119985015
177.24609214378094,174.61297700470914,128.801520976543,23.45478196606144,174.6406797354804,173.82759242260974,122.26124597133858,33.18407363844554
174.942982737348,176.97759951004545,129.15053854229308,25.669697539154555,174.82221724185106,175.11503386298452,124.2848529302232,34.05419329340841
172.9731377582566,178.22190929728927,128.83828864961154,24.96654203048703,173.6817588558175,177.17857193775177,124.0984532307483,31.649501175490823
172.44406136662622,179.43012666076578,126.80210055064921,24.865516052916654,173.62741236750534,178.94586357246877,123.20458507899022,31.523166567005166
173.24085874717434,179.43048541838604,126.79411294307512,23.91190412610234,171.93126400937027,179.78318491826002,122.64115568983661,30.070778910675656
171.66684206218267,179.62441230555564,124.49636862175278,22.363958928660097,170.89572154480663,179.51246935263745,120.29832791347326,27.05199188531364
172.3023769089316,179.98166623933594,125.01768441897636,23.301222898148055,171.26995850241917,179.29512888692364,120.05201472167477,26.96613018208098
172.82809354527774,178.26282632726355,124.55284668540075,23.40008390515909,173.96387827911823,177.93571774714937,121.20957004067455,28.378127236319944
171.70487961641606,178.33850547940713,126.15955278671271,24.05335551496767,172.01703967799574,178.27270375092044,121.92382760257644,27.79611402809034
171.87513049410552,178.0614789872142,125.27307794756317,24.050967286745717,172.27385421879063,177.2568734332429,120.53078821685062,28.286350886941285
173.1823221897069,177.37915596166707,124.71893911107217,23.963427373920435,173.9702870801908,176.03873142951454,120.93982091317054,28.07139441484543
172.00292909609462,177.6155477933412,123.26810402051235,22.80419474947252,172.78890872521094,176.52106406652314,118.49027327209186,28.385721907397727
171.51510461309203,177.69729156476672,124.17189476257582,24.146506060363418,172.77775706153756,175.68635418199963,118.25561132914964,30.23951983011026
173.25358168742932,176.37159136202678,124.13218578205745,23.596225578860818,174.73763902611782,174.82576385402604,121.00897113327679,30.683828835331934
174.43786052550803,175.35678024516426,125.44288857101361,25.13649113111761,174.03722439689628,175.16050279943394,120.99530121944838,31.98000249798952
173.92210242148073,175.95529096285478,125.45583771112598,25.058282696176903,173.74751481761578,174.93261587325094,121.06898003362278,31.725978617855798
174.7856169110161,175.5396352741083,125.36919603035356,24.633507854991105,175.4004336445004,174.6234524826756,122.3263604840675,32.03612388417491
173.72913817516113,175.95139893470974,126.5688975843474,25.428542164356468,174.69578901046535,174.66821002568662,121.8078167414863,31.63937860203621
